id,created_at,type,consumption_date_year,consumption_date_month,consumption_id,start_date,end_date,report_year,updated_at,domain_id,consumer_id,consumer_type,country_id,currency_id,location_type_id,fleet,main_engine_type,vehicle_type_id,fuel_type_id,ghg_protocol_scope,consumption_date_qtr,consumption_date_yq,consumption_date_ym,base_monthly_consumption,base_monthly_cost,monthly_consumption,monthly_cost,monthly_nb_employee,monthly_area
18,4/6/5148 18:00:02,hybrid,24,14,7,3/12/2047,1/30/8314,29,11/2/6160 21:29:52,65,16,varchar(255),2,4,33,varchar(255),rear-wheel drive,74,32,73,29,14,6,23509,18063,85751,1680,41.12,Bukit Batok
19,11/17/6713 15:45:56,gasoline,56,63,24,1/18/3735,12/21/3923,23,8/1/6498 17:14:46,95,86,varchar(255),60,8,24,varchar(255),all-wheel drive,67,54,40,30,3,23,79644,8199,43269,6984,16.02,Ang Mo Kio
20,9/15/5294 00:44:52,diesel,65,84,24,9/23/9488,5/10/2205,62,3/11/4949 18:32:47,64,76,varchar(255),11,12,13,varchar(255),all-wheel drive,2,28,25,69,24,72,4923,10048,29960,17053,80.3,Jurong West
21,12/14/3697 00:56:34,diesel,18,55,68,11/6/9098,8/21/2619,73,1/29/9755 08:54:58,56,20,varchar(255),62,8,54,varchar(255),all-wheel drive,23,22,3,3,75,18,42723,13533,78685,3043,40.47,Punggol
22,7/5/7544 01:14:22,diesel,90,90,93,7/28/2485,10/24/5453,10,9/30/4565 11:10:28,61,1,varchar(255),22,2,90,varchar(255),rear-wheel drive,23,73,81,73,100,32,50020,16308,23195,1252,56.22,Sengkang
23,9/11/7666 09:51:45,gasoline,84,85,13,11/4/9966,10/20/9110,78,9/7/8248 07:49:21,6,3,varchar(255),76,99,98,varchar(255),front-wheel drive,17,10,74,43,5,73,33207,7835,54625,1118,18.3,Bukit Batok
24,6/16/2848 07:56:42,gasoline,14,75,7,6/29/1992,9/17/3796,5,11/8/4574 00:53:08,51,33,varchar(255),6,19,52,varchar(255),rear-wheel drive,52,82,63,89,84,78,74520,1392,34365,9280,56.78,Tampines
25,6/17/9378 02:10:32,gasoline,71,53,2,7/7/8494,11/9/8535,37,12/17/5944 21:35:12,28,5,varchar(255),46,11,30,varchar(255),four-wheel drive,89,48,34,63,64,19,11930,2130,8331,18334,12.37,Bukit Batok
26,10/12/2989 15:44:06,hybrid,95,46,53,4/27/5593,9/23/5063,22,6/12/9568 18:15:00,27,25,varchar(255),42,92,79,varchar(255),all-wheel drive,82,72,45,33,56,82,19522,110,43923,11931,53.75,Pasir Ris
27,8/25/4613 09:55:19,gasoline,98,26,97,1/8/9023,3/20/5549,36,5/16/3740 19:25:33,36,58,varchar(255),22,2,31,varchar(255),four-wheel drive,62,65,40,54,79,55,26649,1663,75566,15918,42.71,Bukit Batok
28,11/4/5554 19:59:34,diesel,25,99,21,4/17/6707,11/23/7404,65,7/6/7118 13:01:53,50,31,varchar(255),98,48,5,varchar(255),all-wheel drive,86,55,40,72,64,42,38188,14394,53803,3515,20.56,Ang Mo Kio
29,12/14/2627 12:44:12,diesel,47,8,24,4/16/2599,6/5/9319,92,4/1/8497 22:20:43,60,1,varchar(255),37,6,86,varchar(255),all-wheel drive,34,45,99,45,85,53,77388,4756,79767,5154,75.69,Choa Chu Kang
30,10/27/8393 22:59:58,gasoline,97,98,40,7/28/2298,4/5/2455,14,2/21/9134 11:33:42,90,73,varchar(255),63,11,40,varchar(255),four-wheel drive,33,59,86,18,70,28,86832,6936,90412,12205,93.92,Choa Chu Kang
31,8/19/5573 04:32:25,gasoline,85,71,41,1/23/5941,12/12/7070,78,8/29/4965 20:30:03,97,42,varchar(255),28,96,96,varchar(255),all-wheel drive,12,3,85,95,65,55,42070,15930,6423,4024,73.59,Choa Chu Kang
32,5/10/5595 22:12:57,diesel,90,19,76,10/19/8119,3/19/9755,66,3/3/7084 05:26:14,52,74,varchar(255),42,80,12,varchar(255),rear-wheel drive,21,15,74,67,86,17,31153,9359,91998,10496,63.6,Bukit Batok
33,5/17/9798 12:45:10,electric,26,78,5,5/17/4079,4/2/2332,35,3/28/9906 05:43:51,70,68,varchar(255),78,62,13,varchar(255),front-wheel drive,7,6,74,67,71,58,6356,3321,18275,14027,4.68,Bukit Batok
34,4/10/9461 10:43:45,diesel,77,86,28,5/11/6127,8/13/9890,62,8/30/3903 15:16:35,56,62,varchar(255),66,98,67,varchar(255),four-wheel drive,83,26,84,12,30,12,58255,726,45728,19971,14.38,Serangoon
35,1/28/6993 00:47:43,gasoline,4,45,66,5/31/6708,12/16/6614,69,5/25/7471 15:12:23,50,33,varchar(255),82,97,10,varchar(255),all-wheel drive,92,8,88,92,35,100,65297,10897,92192,3311,90.13,Tampines
36,9/9/8012 17:16:21,hybrid,54,12,62,2/7/4373,12/29/3180,9,10/9/2309 01:12:31,2,34,varchar(255),100,79,70,varchar(255),four-wheel drive,17,53,51,23,93,55,42844,15305,85015,2500,8.72,Jurong West
37,4/25/2945 09:44:00,hybrid,50,84,92,4/13/3940,2/8/3858,85,6/6/7497 07:01:05,31,26,varchar(255),37,9,32,varchar(255),all-wheel drive,45,54,24,53,12,39,99053,1968,43830,5742,41.86,Hougang
38,10/26/9256 11:11:15,gasoline,63,27,20,6/28/5170,7/28/4222,20,6/10/8452 15:05:05,61,28,varchar(255),60,21,99,varchar(255),front-wheel drive,79,30,87,34,46,69,42727,8147,8887,17794,73.91,Jurong West
39,5/12/3075 12:26:35,hybrid,41,5,50,5/21/2571,1/6/7616,18,7/21/9972 15:05:25,90,14,varchar(255),71,34,12,varchar(255),rear-wheel drive,44,49,41,29,58,98,36286,801,14451,16620,23.49,Hougang
40,9/24/4123 00:44:06,hybrid,84,82,51,1/19/2307,8/15/6495,1,11/23/9248 04:54:41,50,73,varchar(255),30,81,74,varchar(255),rear-wheel drive,70,24,21,92,33,27,39119,10670,59050,17608,86.31,Choa Chu Kang
41,3/25/6731 21:41:24,gasoline,5,61,97,6/21/3780,9/29/3842,27,12/1/5091 07:21:54,54,2,varchar(255),37,12,90,varchar(255),all-wheel drive,100,85,27,65,26,30,25339,2878,61914,6716,48.81,Serangoon
42,10/16/9030 12:58:21,diesel,87,54,21,5/11/7859,3/3/9961,15,9/3/4667 00:11:22,71,26,varchar(255),48,91,58,varchar(255),four-wheel drive,57,3,38,93,24,30,2397,8723,47254,16609,84.72,Serangoon
43,8/14/7605 01:13:43,diesel,85,52,74,7/25/7577,5/11/4701,100,4/17/5336 07:25:21,5,100,varchar(255),15,61,42,varchar(255),rear-wheel drive,74,63,74,44,70,41,53689,19635,18720,5172,77.29,Punggol
44,3/7/5936 17:13:45,diesel,15,67,11,6/11/9104,2/8/9069,56,4/25/4033 14:00:01,99,68,varchar(255),75,49,29,varchar(255),four-wheel drive,79,64,34,47,92,30,54344,11282,290,18370,89.09,Singapore City
45,11/24/1915 05:33:24,electric,28,42,46,5/17/5383,11/17/4987,18,12/17/8849 22:13:14,11,55,varchar(255),36,53,53,varchar(255),four-wheel drive,54,11,47,45,39,14,47493,3049,83539,12313,48.12,Sengkang
46,3/6/9977 03:02:46,electric,49,76,40,4/27/4779,5/7/9128,65,11/27/8645 06:51:48,39,9,varchar(255),7,30,69,varchar(255),all-wheel drive,13,6,59,94,2,43,69120,13669,42722,19746,12.18,Ang Mo Kio
47,4/8/7299 18:46:03,diesel,34,33,60,8/18/9413,11/8/5055,32,7/26/3626 11:32:53,89,12,varchar(255),28,17,82,varchar(255),all-wheel drive,60,80,62,94,25,37,80660,10585,4801,12781,17.84,Singapore City
48,8/11/2811 05:46:04,electric,1,45,83,2/25/2523,7/21/8303,25,5/6/4364 20:41:16,49,74,varchar(255),68,7,24,varchar(255),front-wheel drive,62,90,47,8,48,65,39780,12812,98487,17877,43.96,Tampines
49,5/31/2198 23:44:51,hybrid,64,26,50,3/17/8869,6/3/2120,55,4/21/4690 21:30:35,74,23,varchar(255),99,81,11,varchar(255),four-wheel drive,7,80,42,39,67,23,77959,19406,8114,18311,60.57,Clementi
50,7/13/4140 04:42:33,diesel,89,16,66,12/23/4443,5/11/9670,49,10/18/4247 17:55:35,4,45,varchar(255),86,46,82,varchar(255),four-wheel drive,5,100,81,32,66,43,21452,19003,11798,18611,52.3,Punggol
51,4/16/3969 18:32:57,electric,4,39,23,4/14/8132,1/16/3985,86,6/9/6173 12:47:32,7,21,varchar(255),6,8,90,varchar(255),rear-wheel drive,90,52,45,93,61,65,32571,8385,51211,19618,61.45,Ang Mo Kio
52,4/17/2798 22:49:16,hybrid,94,70,39,7/25/2625,7/16/5431,54,1/11/3708 04:02:13,98,79,varchar(255),78,9,68,varchar(255),front-wheel drive,6,5,12,75,1,19,97283,1783,94465,15097,77.47,Tampines
53,10/21/8492 18:23:06,gasoline,76,17,90,12/20/8358,11/6/3429,57,2/24/3264 15:56:09,35,12,varchar(255),5,20,53,varchar(255),four-wheel drive,63,58,26,59,96,68,54250,14171,56617,5470,8.88,Queenstown
54,12/5/4593 07:25:17,diesel,36,94,51,9/29/8916,3/2/4313,82,12/26/6067 23:12:50,47,74,varchar(255),88,16,49,varchar(255),four-wheel drive,72,36,78,87,69,11,6082,2339,20356,14913,49.3,Punggol
55,2/10/7418 03:14:29,hybrid,86,19,33,1/17/5209,9/27/8578,72,6/5/4290 04:25:53,82,90,varchar(255),4,46,1,varchar(255),rear-wheel drive,63,90,72,6,41,5,88125,14394,90809,8410,35.58,Bukit Batok
56,1/1/9536 23:17:23,gasoline,14,63,67,11/9/2507,1/29/7707,21,2/23/8857 12:27:11,21,95,varchar(255),97,72,52,varchar(255),all-wheel drive,22,21,12,32,27,62,59088,15350,30609,17997,51.58,Ang Mo Kio
57,1/21/3824 05:02:28,diesel,49,84,97,12/24/6942,11/16/3376,82,1/17/6727 11:22:58,29,3,varchar(255),42,23,91,varchar(255),four-wheel drive,45,19,75,55,42,56,31366,16705,65056,13569,63.14,Serangoon
58,7/22/6756 22:18:29,diesel,17,45,98,7/13/2221,11/11/9996,75,12/11/6623 01:28:02,14,87,varchar(255),11,37,63,varchar(255),four-wheel drive,6,57,90,44,54,85,27886,1082,90548,4592,82.04,Yishun
59,12/3/9601 11:05:11,electric,73,59,73,8/29/9407,11/22/6968,26,2/17/5301 07:37:19,16,78,varchar(255),23,38,80,varchar(255),rear-wheel drive,25,52,100,13,78,63,12351,17094,89530,10533,27.14,Bukit Batok
60,12/31/8621 21:13:06,gasoline,48,85,91,3/29/4336,6/18/7276,52,4/8/2969 04:23:37,20,49,varchar(255),15,48,29,varchar(255),all-wheel drive,32,50,97,68,76,28,67287,4000,63368,7572,37.6,Clementi
61,8/13/7056 16:54:41,gasoline,100,73,96,4/15/8086,11/16/4504,84,9/16/6471 01:39:22,68,82,varchar(255),7,38,60,varchar(255),front-wheel drive,27,66,9,98,37,11,83582,19874,96684,17283,62.26,Bukit Batok
62,12/20/4822 02:53:04,hybrid,78,100,45,1/20/4305,4/27/9883,42,3/18/3690 03:42:15,21,87,varchar(255),1,68,13,varchar(255),rear-wheel drive,15,40,56,51,93,71,18242,3975,98648,8210,66.1,Sengkang
63,4/23/2071 09:12:33,gasoline,90,66,35,7/17/2952,7/14/6573,2,6/30/4262 03:00:13,32,40,varchar(255),32,80,38,varchar(255),front-wheel drive,12,65,3,79,38,70,22467,12152,99095,3048,76.14,Singapore City
64,3/1/8473 21:47:50,electric,53,49,77,10/26/7684,6/9/3521,27,11/22/4451 03:18:39,24,55,varchar(255),4,78,84,varchar(255),rear-wheel drive,79,10,36,54,33,70,70941,19300,63991,13385,12.4,Clementi
65,11/12/6672 01:17:41,hybrid,54,40,53,11/7/6712,10/21/8397,62,5/27/6875 10:00:12,35,67,varchar(255),90,100,9,varchar(255),front-wheel drive,93,10,58,37,77,20,14112,1449,11601,7270,20.86,Queenstown
66,3/6/4802 17:23:04,diesel,74,18,9,10/5/9796,10/7/7943,31,1/1/5048 17:06:20,18,60,varchar(255),11,93,53,varchar(255),four-wheel drive,31,20,37,3,68,15,10890,3112,43206,7877,35.63,Clementi
67,9/14/5736 17:03:14,hybrid,67,83,9,5/28/2366,12/30/4093,6,4/26/3321 01:06:33,39,26,varchar(255),3,72,24,varchar(255),front-wheel drive,28,21,76,17,34,56,16589,8872,71859,9386,70.28,Jurong West
68,11/9/4528 13:14:13,hybrid,14,58,55,6/12/6016,7/31/4993,96,11/26/3989 13:55:07,76,51,varchar(255),17,7,77,varchar(255),rear-wheel drive,47,2,41,55,21,65,71700,2524,38936,3188,6.03,Singapore City
69,4/28/7056 03:13:19,diesel,41,95,26,6/10/6910,8/7/4824,48,3/10/8721 22:20:30,86,54,varchar(255),54,99,94,varchar(255),rear-wheel drive,51,1,7,75,23,43,74003,18,7439,9638,37.78,Sengkang
70,11/25/2199 22:59:12,diesel,17,92,71,12/23/8748,4/27/6314,97,11/10/6610 18:29:24,84,67,varchar(255),40,43,19,varchar(255),four-wheel drive,2,53,40,88,78,61,74068,15,99233,1814,41.56,Pasir Ris
71,10/1/8297 00:41:38,hybrid,74,80,96,2/9/2282,6/19/2948,54,12/9/3827 21:53:05,27,99,varchar(255),81,97,69,varchar(255),four-wheel drive,13,95,85,30,94,62,18715,9642,92767,10618,64.99,Clementi
72,10/25/2333 09:29:13,gasoline,47,44,85,4/16/6933,11/21/7020,81,3/31/3523 14:24:13,11,96,varchar(255),94,2,90,varchar(255),all-wheel drive,84,83,77,95,38,12,20674,5545,3556,11405,80.98,Choa Chu Kang
73,9/16/4505 12:32:31,electric,47,55,27,2/18/2905,12/16/4549,97,12/21/1972 21:49:49,66,45,varchar(255),12,39,52,varchar(255),four-wheel drive,79,93,97,85,63,17,96189,17127,55086,16332,37.55,Bukit Batok
74,5/9/8475 23:08:41,diesel,77,68,11,10/17/2647,1/30/5393,30,1/16/4909 04:43:07,74,26,varchar(255),60,85,20,varchar(255),front-wheel drive,6,100,10,63,51,74,32037,3347,88055,10123,13.05,Clementi
75,12/25/6418 01:15:56,gasoline,18,94,87,2/20/6736,12/13/4817,51,9/23/9766 10:39:32,73,23,varchar(255),54,26,55,varchar(255),front-wheel drive,48,82,96,59,49,30,71361,962,46305,1261,11.67,Jurong West
76,1/23/6226 00:20:14,gasoline,9,90,73,7/12/8780,7/18/2991,20,10/28/6619 04:17:29,47,25,varchar(255),5,45,88,varchar(255),all-wheel drive,38,60,24,84,93,3,42415,3209,87401,8770,56.76,Tampines
77,9/3/2714 07:40:42,diesel,6,71,34,10/6/5259,2/9/7402,81,4/28/5582 05:01:50,59,24,varchar(255),76,3,82,varchar(255),all-wheel drive,43,99,97,19,71,85,16847,6514,85008,7148,24.09,Pasir Ris
78,9/1/4262 07:54:16,gasoline,46,25,10,11/9/3884,12/6/6564,67,3/28/9960 00:59:40,71,32,varchar(255),51,77,88,varchar(255),rear-wheel drive,83,44,88,74,68,44,4832,9884,17907,5411,48.27,Woodlands
79,5/19/9580 11:03:01,diesel,43,42,25,7/26/7149,9/14/5395,11,10/1/4085 16:40:55,72,21,varchar(255),33,5,58,varchar(255),all-wheel drive,22,89,45,47,91,74,25291,18860,86400,16859,9.28,Singapore City
80,8/28/9663 08:59:25,diesel,73,35,33,11/19/9303,6/3/6640,33,10/12/8352 07:32:29,46,4,varchar(255),92,82,90,varchar(255),rear-wheel drive,69,13,18,98,43,86,41124,5360,80812,948,46.71,Tampines
81,9/3/6422 15:40:07,hybrid,62,30,72,8/5/9424,12/12/6205,56,2/28/4724 16:03:07,15,55,varchar(255),51,11,32,varchar(255),front-wheel drive,59,13,99,14,91,35,4550,7485,43638,13440,23.49,Queenstown
82,3/15/6803 04:16:08,hybrid,62,20,39,12/9/8723,4/12/2091,48,6/27/4242 20:05:11,51,78,varchar(255),72,71,74,varchar(255),rear-wheel drive,9,70,28,78,84,4,60710,18050,12823,850,64.02,Woodlands
83,12/8/9804 16:13:52,gasoline,49,31,58,3/2/7491,12/24/4207,41,12/25/7629 03:49:32,14,91,varchar(255),99,85,11,varchar(255),four-wheel drive,68,7,9,44,69,13,49978,18115,40344,3926,72.05,Hougang
84,9/5/6503 18:48:07,gasoline,32,15,94,9/1/8044,6/9/5460,77,11/10/2433 21:54:31,66,79,varchar(255),74,30,88,varchar(255),rear-wheel drive,51,5,42,10,99,80,16749,10095,26808,1392,54.03,Punggol
85,2/25/3978 04:21:31,diesel,19,16,90,7/19/4287,5/24/5909,13,8/20/8680 03:02:47,21,12,varchar(255),87,66,49,varchar(255),front-wheel drive,29,69,43,64,53,21,27610,2431,5105,3558,57.53,Serangoon
86,5/21/8951 15:04:32,diesel,29,31,54,5/5/5860,3/24/8163,82,10/25/4420 04:44:51,9,90,varchar(255),47,18,1,varchar(255),all-wheel drive,15,43,5,27,2,5,6660,10229,20098,18745,60.95,Woodlands
87,11/15/6619 17:21:32,electric,83,20,71,6/22/5053,2/14/9848,12,5/23/8544 16:55:43,80,2,varchar(255),17,23,69,varchar(255),front-wheel drive,96,62,65,91,51,26,22356,1483,88885,14881,66.27,Sengkang
88,6/27/7059 05:09:45,hybrid,25,89,99,3/6/8460,5/28/6818,33,9/21/8028 05:18:50,8,1,varchar(255),20,5,22,varchar(255),rear-wheel drive,43,68,72,31,5,50,77427,17901,34535,12112,11.09,Serangoon
89,3/30/7638 04:38:34,hybrid,42,64,8,11/4/9498,3/3/2905,95,12/14/4128 02:56:45,13,40,varchar(255),69,61,95,varchar(255),front-wheel drive,19,17,42,67,53,36,84019,9783,12086,2972,6.69,Singapore City
90,10/7/3612 10:33:34,electric,13,48,73,5/13/2377,1/22/7627,68,4/21/7863 10:32:53,50,22,varchar(255),42,7,96,varchar(255),front-wheel drive,11,5,16,1,21,83,71938,11622,75219,14959,52.21,Jurong West
91,1/20/6010 00:08:07,diesel,70,88,88,10/15/2087,4/21/3942,70,7/30/2765 10:24:03,83,57,varchar(255),19,13,34,varchar(255),four-wheel drive,25,33,77,17,92,39,31645,17780,13472,6699,67.1,Yishun
92,12/7/2801 21:44:16,gasoline,19,97,91,12/25/2222,6/27/7262,26,11/19/9062 22:37:50,53,28,varchar(255),15,46,64,varchar(255),four-wheel drive,51,53,30,96,29,19,50108,4785,84808,2224,28.14,Singapore City
93,12/18/2680 01:33:14,gasoline,13,33,25,5/10/7618,9/26/7619,6,7/30/3471 14:54:29,9,58,varchar(255),62,89,33,varchar(255),all-wheel drive,49,41,32,18,96,20,23822,1625,31247,8506,43.16,Hougang
94,6/24/4407 09:31:17,gasoline,28,65,28,12/17/6668,1/14/6518,26,4/23/3715 04:56:05,35,46,varchar(255),84,77,93,varchar(255),front-wheel drive,33,67,76,31,6,82,36157,6749,21656,14164,43.61,Singapore City
95,9/16/7251 23:16:57,electric,100,10,22,7/28/3556,3/25/6010,82,3/17/8399 15:07:05,33,32,varchar(255),17,15,83,varchar(255),four-wheel drive,69,69,25,87,10,51,22230,18819,25558,8976,36.25,Jurong West
96,4/11/2108 15:13:52,hybrid,62,55,21,5/7/3642,5/18/6869,48,8/11/6187 06:28:34,82,65,varchar(255),90,100,27,varchar(255),rear-wheel drive,82,45,78,85,93,34,24014,7434,42218,120,46.74,Punggol
97,8/5/4548 20:12:10,electric,48,20,69,2/6/9969,12/24/9280,17,9/19/4665 22:50:53,86,20,varchar(255),44,37,66,varchar(255),front-wheel drive,30,21,65,15,40,98,84967,18589,69159,3584,13.49,Pasir Ris
98,10/13/3985 15:11:56,hybrid,77,35,27,1/18/9882,1/1/8933,80,8/26/4310 02:45:33,65,19,varchar(255),81,59,66,varchar(255),all-wheel drive,21,41,58,84,60,45,77295,11731,34544,14347,75.05,Choa Chu Kang
99,8/31/7565 08:40:46,gasoline,60,17,75,7/11/9064,4/19/9852,27,8/28/7804 15:16:28,37,91,varchar(255),7,33,86,varchar(255),four-wheel drive,51,79,25,71,34,95,27101,12915,14949,18025,37.38,Queenstown
100,9/23/9109 15:06:30,hybrid,29,100,68,10/10/5073,4/1/4313,52,5/10/7278 00:13:28,75,34,varchar(255),52,86,17,varchar(255),front-wheel drive,19,63,62,51,96,78,30729,4010,41581,14796,96.54,Queenstown
101,8/23/6940 21:38:05,gasoline,49,89,4,9/15/2982,11/22/3262,7,8/11/3150 17:26:32,39,13,varchar(255),80,1,31,varchar(255),rear-wheel drive,94,94,38,53,83,76,85122,19444,7686,6808,19.29,Choa Chu Kang
102,10/21/6529 23:15:05,hybrid,55,96,18,5/18/4310,6/20/6278,100,3/22/2132 05:18:40,32,10,varchar(255),69,50,25,varchar(255),front-wheel drive,56,8,87,6,60,6,78096,6828,78755,11721,66.13,Sengkang
103,1/31/6955 18:04:13,diesel,80,9,45,11/22/9130,10/15/2688,95,9/14/4543 05:29:06,51,93,varchar(255),39,31,69,varchar(255),four-wheel drive,84,86,61,51,1,92,39995,693,79687,12855,66.18,Woodlands
104,10/26/5183 12:10:06,gasoline,97,86,79,2/9/4779,3/19/7020,26,10/29/9925 22:18:17,64,61,varchar(255),34,71,27,varchar(255),four-wheel drive,20,17,65,86,2,25,16178,97,70239,14627,29.85,Ang Mo Kio
105,9/13/6830 07:41:19,gasoline,25,69,47,1/26/6615,8/23/5598,11,8/30/8812 07:15:13,8,43,varchar(255),94,51,54,varchar(255),front-wheel drive,84,67,28,5,12,51,36434,2522,65837,8560,96.48,Ang Mo Kio
106,1/26/8322 06:09:42,electric,11,92,16,11/4/9403,11/24/8659,18,12/22/4255 21:33:27,69,8,varchar(255),70,55,53,varchar(255),rear-wheel drive,8,12,57,67,71,66,78346,9722,63858,2879,35.8,Hougang
107,9/30/7575 12:14:59,diesel,51,76,73,11/7/5131,10/11/3435,17,5/21/2751 05:22:37,91,99,varchar(255),21,73,90,varchar(255),rear-wheel drive,55,25,24,22,22,82,79000,14603,14103,696,28.45,Hougang
108,2/12/4925 02:25:53,diesel,3,39,32,5/2/6963,10/16/6785,1,5/13/9715 05:00:23,4,75,varchar(255),40,98,55,varchar(255),all-wheel drive,23,23,67,92,26,76,60786,5665,29903,17668,22.72,Bukit Batok
109,8/6/6126 13:25:12,diesel,32,58,98,5/19/3552,8/9/9937,19,10/11/8222 18:24:51,20,12,varchar(255),80,41,97,varchar(255),all-wheel drive,41,20,54,27,53,85,79832,17836,31925,18776,26.34,Clementi
110,12/2/2895 14:44:11,electric,52,30,96,1/8/7554,3/6/7755,33,2/19/5136 13:05:34,72,67,varchar(255),85,29,34,varchar(255),front-wheel drive,59,87,22,24,56,8,46165,8860,24955,12927,85.94,Pasir Ris
111,7/23/3946 00:15:54,hybrid,5,70,76,4/23/5352,4/8/7364,36,1/9/8476 23:17:10,82,20,varchar(255),53,27,29,varchar(255),all-wheel drive,16,24,41,4,46,73,44725,1827,95548,3576,45.58,Choa Chu Kang
112,11/9/6801 03:38:28,electric,21,43,77,5/25/4220,5/3/7647,20,12/16/9412 08:11:08,73,74,varchar(255),24,26,70,varchar(255),front-wheel drive,24,84,67,79,73,24,5642,19346,33818,298,76.24,Yishun
113,5/3/9543 15:04:18,diesel,70,1,24,11/29/6443,6/7/7812,67,4/28/8485 20:17:08,20,43,varchar(255),85,40,57,varchar(255),four-wheel drive,16,56,71,50,75,76,27769,10842,12197,20,82.93,Pasir Ris
114,9/12/3948 21:30:55,hybrid,41,2,65,11/15/3371,3/18/6620,78,5/1/7285 02:10:46,97,95,varchar(255),81,88,68,varchar(255),all-wheel drive,12,67,67,34,12,58,95824,12649,30550,718,14.52,Woodlands
